name,EOS,A(km),omega_0(rad/s),beta1_IC_b,tbounce_s,ndata
A467w6.50_SFHo,HSDD2,634.0,2.0,0.0124536753483,0.177873253466,16769
A467w6.50_SFHx,HSDD2,634.0,2.5,0.0193724264504,0.17993978731000002,16765
A467w7.00_BHBL,HSDD2,634.0,3.0,0.0271987500319,0.182519280467,17115
A467w7.00_BHBLP,HSDD2,634.0,3.5,0.0367147293447,0.185708763418,17116
A467w7.00_GShenFSU1.7,HSDD2,634.0,4.0,0.0477391684204,0.189564101507,23719
A467w7.00_GShenFSU2.1,HSDD2,634.0,4.5,0.058566046904,0.194167691646,23719
A467w7.00_GShenNL3,HSDD2,634.0,5.0,0.0713770002159,0.199694287146,26810
A467w7.00_HSDD2,HSDD2,634.0,5.5,0.0848615450573,0.206296374477,17131
A467w7.00_HSFSG,HSDD2,634.0,6.0,0.0984821297491,0.214171089102,17127
A467w7.00_HSIUF,HSDD2,634.0,6.5,0.113648132674,0.223697404578,17126
A467w7.00_HSNL3,HSDD2,634.0,7.0,0.128353992523,0.235342662849,17125
A467w7.00_HSTM1,HSDD2,634.0,7.5,0.142341788918,0.24979015542,17124
A467w7.00_HSTMA,HSDD2,634.0,8.0,0.156937246732,0.268144888826,17128
A467w7.00_HShen,HSDD2,634.0,8.5,0.168828920116,0.292179679866,14499
A467w7.00_HShenH,HSDD2,634.0,9.0,0.179114957034,0.324877464768,14485
A467w7.00_LS180,HSDD2,634.0,9.5,0.186995554596,0.37181563864100003,18529
A467w7.00_LS220,HSDD2,1268.0,0.5,0.00104295175033,0.17477364581899998,18388
A467w7.00_LS375,HSDD2,1268.0,1.0,0.00410913740796,0.175999025916,18211
A467w7.00_SFHo,HSDD2,1268.0,1.5,0.00908504996679,0.17809558394000002,17125
A467w7.00_SFHx,HSDD2,1268.0,2.0,0.0161396003541,0.181169342475,17120
A467w7.50_BHBL,HSDD2,1268.0,2.5,0.0244014897257,0.18533130660699998,17526
A467w7.50_BHBLP,HSDD2,1268.0,3.0,0.0345877491585,0.190825971378,17526
A467w7.50_GShenFSU1.7,HSDD2,1268.0,3.5,0.0465047647443,0.197958020905,24940
A467w7.50_GShenFSU2.1,HSDD2,1268.0,4.0,0.0593503829115,0.207243816354,24940
A467w7.50_GShenNL3,HSDD2,1268.0,4.5,0.073305319606,0.219516970208,28654
A467w7.50_HSDD2,HSDD2,1268.0,5.0,0.0877629441774,0.236207292934,17540
A467w7.50_HSFSG,HSDD2,1268.0,5.5,0.10286133501,0.260122549478,17537
A467w7.50_HSIUF,HSDD2,1268.0,6.0,0.117570838425,0.29770229773800005,17539
A467w7.50_HSNL3,HSDD2,1268.0,6.5,0.133511893556,0.36834120453200003,17539
A467w7.50_HSTM1,HSDD2,10000.0,0.5,0.0011468828447,0.174963826435,17539
A467w7.50_HSTMA,HSDD2,10000.0,1.0,0.00450502188246,0.176775057547,17540
A467w7.50_HShen,HSDD2,10000.0,1.5,0.00993661819704,0.179935819258,14728
A467w7.50_HShenH,HSDD2,10000.0,2.0,0.0175309760612,0.18469554928100002,14720
A467w7.50_LS180,HSDD2,10000.0,2.5,0.0265226131007,0.19141121094799998,19151
A467w7.50_LS220,HSDD2,10000.0,3.0,0.0372687989333,0.200828467297,19014
A467w7.50_LS375,HSDD2,10000.0,3.5,0.0503389086513,0.21421025258,18818
A467w7.50_SFHo,HSDD2,10000.0,4.0,0.0634584856189,0.234210754368,17539
A467w7.50_SFHx,HSDD2,10000.0,4.5,0.0760811598226,0.267660027409,17534
A467w8.00_BHBL,HSDD2,10000.0,5.0,0.0896828062916,0.342588944611,17996
A467w8.00_GShenFSU1.7,HSFSG,300.0,0.5,0.000371974091777,0.17444573053600002,26461
A467w8.00_GShenFSU2.1,HSFSG,300.0,1.0,0.001483040471,0.17463914913,26377
A467w8.00_GShenNL3,HSFSG,300.0,1.5,0.00331453589034,0.17495586571000002,30903
A467w8.00_HSDD2,HSFSG,300.0,2.0,0.0058409904048,0.175403780776,18010
A467w8.00_HSFSG,HSFSG,300.0,2.5,0.00903138146084,0.17598323531899998,18017
A467w8.00_HSIUF,HSFSG,300.0,3.0,0.0128795186476,0.176695425409,18011
A467w8.00_HSNL3,HSFSG,300.0,3.5,0.0173321254321,0.177550345055,18013
A467w8.00_HSTM1,HSFSG,300.0,4.0,0.0225726243595,0.178558701993,18007
A467w8.00_HSTMA,HSFSG,300.0,4.5,0.0280782489832,0.179694842513,18016
A467w8.00_HShen,HSFSG,300.0,5.0,0.0341488642264,0.18097877285000002,14988
A467w8.00_HShenH,HSFSG,300.0,5.5,0.040807135432,0.182432149596,14979
A467w8.00_LS180,HSFSG,300.0,6.0,0.0482284540331,0.184058769988,19896
A467w8.00_LS220,HSFSG,300.0,6.5,0.0555267272747,0.185834957524,19762
A467w8.00_LS375,HSFSG,300.0,7.0,0.0633102394714,0.187809976053,19556
A467w8.00_SFHo,HSFSG,300.0,7.5,0.0717968969736,0.189990311813,18012
A467w8.00_SFHx,HSFSG,300.0,8.0,0.0802201415381,0.192365200436,18002
A467w8.50_BHBL,HSFSG,300.0,8.5,0.0895450763647,0.194985224906,18550
A467w8.50_BHBLP,HSFSG,300.0,9.0,0.0984132354145,0.19781673316499998,18549
A467w8.50_GShenFSU1.7,HSFSG,300.0,9.5,0.108484057449,0.200936575812,28382
A467w8.50_GShenFSU2.1,HSFSG,300.0,10.0,0.118506345038,0.20432757842399998,28357
A467w8.50_GShenNL3,HSFSG,300.0,10.5,0.128399101384,0.20802121179,33906
A467w8.50_HSDD2,HSFSG,300.0,11.0,0.138289149594,0.21206524557,18565
A467w8.50_HSFSG,HSFSG,300.0,11.5,0.148423325358,0.216456586797,18568
A467w8.50_HSIUF,HSFSG,300.0,12.0,0.15810465934,0.22129468944199998,18563
A467w8.50_HSNL3,HSFSG,300.0,12.5,0.16700930536,0.226557729021,18563
A467w8.50_HSTM1,HSFSG,300.0,13.0,0.175795928247,0.23236277917800002,18559
A467w8.50_HSTMA,HSFSG,300.0,13.5,0.183823649215,0.238762206451,18552
A467w8.50_HShen,HSFSG,300.0,14.0,0.190491511058,0.245805530233,15286
A467w8.50_HShenH,HSFSG,300.0,14.5,0.194657834014,0.25358396318800003,15267
A467w8.50_LS180,HSFSG,300.0,15.0,0.201368363639,0.262222507915,20799
A467w8.50_LS220,HSFSG,300.0,15.5,0.203917093463,0.271876487947,20686
A467w8.50_LS375,HSFSG,467.0,0.5,0.000644368661338,0.17452269771300002,20460
A467w8.50_SFHo,HSFSG,467.0,1.0,0.00256072893556,0.174940851654,18559
A467w8.50_SFHx,HSFSG,467.0,1.5,0.00569657157006,0.175648812397,18560
A467w9.00_BHBL,HSFSG,467.0,2.0,0.00999434539954,0.176645382061,19188
A467w9.00_BHBLP,HSFSG,467.0,2.5,0.0154000305092,0.177953095653,19193
A467w9.00_GShenFSU1.7,HSFSG,467.0,3.0,0.0221167690321,0.179589732125,30786
A467w9.00_GShenFSU2.1,HSFSG,467.0,3.5,0.0294974108081,0.18155054055599998,30787
A467w9.00_GShenNL3,HSFSG,467.0,4.0,0.0383962512986,0.183893319422,37125
A467w9.00_HSDD2,HSFSG,467.0,4.5,0.0473919919961,0.186609705804,19213
A467w9.00_HSFSG,HSFSG,467.0,5.0,0.0580843523871,0.189784210752,19212
A467w9.00_HSIUF,HSFSG,467.0,5.5,0.0689601849241,0.193430445303,19210
A467w9.00_HSNL3,HSFSG,467.0,6.0,0.0808234617098,0.197631021347,19205
A467w9.00_HSTM1,HSFSG,467.0,6.5,0.0920975750436,0.20243451309899999,19209
A467w9.00_HSTMA,HSFSG,467.0,7.0,0.105777836249,0.207962060089,19084
A467w9.00_HShen,HSFSG,467.0,7.5,0.119249301096,0.214314932106,15615
A467w9.00_HShenH,HSFSG,467.0,8.0,0.132581811401,0.22164558205899998,15596
A467w9.00_LS180,HSFSG,467.0,8.5,0.145123950198,0.23015097363800002,21927
A467w9.00_LS220,HSFSG,467.0,9.0,0.159053326546,0.240099967001,21829
A467w9.00_LS375,HSFSG,467.0,9.5,0.171064875285,0.2518470748,21594
A467w9.00_SFHo,HSFSG,467.0,10.0,0.181535955633,0.26591792120200003,19211
A467w9.00_SFHx,HSFSG,467.0,10.5,0.19077838003,0.28296395500099997,19199
A467w9.50_BHBL,HSFSG,467.0,11.0,0.199870635176,0.303922763062,19948
A467w9.50_BHBLP,HSFSG,467.0,11.5,0.203989870764,0.329968024023,19949
A467w9.50_GShenFSU2.1,HSFSG,634.0,0.5,0.000818667279657,0.174598891092,33771
A467w9.50_GShenNL3,HSFSG,634.0,1.0,0.0032379190205,0.175241413121,43616
A467w9.50_HSDD2,HSFSG,634.0,1.5,0.00716406852513,0.176331655416,19975
A467w9.50_HSFSG,HSFSG,634.0,2.0,0.0125783205373,0.17788639275899998,19971
A467w9.50_HSIUF,HSFSG,634.0,2.5,0.0196115164672,0.179953601353,19970
A467w9.50_HSNL3,HSFSG,634.0,3.0,0.0275428079269,0.182534403771,19968
A467w9.50_HSTM1,HSFSG,634.0,3.5,0.0372247223677,0.185726590709,19912
A467w9.50_HSTMA,HSFSG,634.0,4.0,0.0476790016935,0.189570451054,19976
A467w9.50_HShen,HSFSG,634.0,4.5,0.0592195971863,0.194189779821,15987
A467w9.50_HShenH,HSFSG,634.0,5.0,0.0717783304976,0.199710021666,15975
A467w9.50_LS180,HSFSG,634.0,5.5,0.0851113923929,0.206297390651,23343
A467w9.50_LS220,HSFSG,634.0,6.0,0.0996975337037,0.214197729605,23292
A467w9.50_LS375,HSFSG,634.0,6.5,0.113622641734,0.22370719646200002,23031
A467w9.50_SFHo,HSFSG,634.0,7.0,0.129164086351,0.235361021171,19973
A467w9.50_SFHx,HSFSG,634.0,7.5,0.142740937876,0.249825532782,19967
A634w0.00_BHBL,HSFSG,634.0,8.0,0.157585423531,0.26817540027500003,14950
A634w0.00_BHBLP,HSFSG,634.0,8.5,0.169683732072,0.292209992225,14948
A634w0.00_GShenFSU1.7,HSFSG,634.0,9.0,0.180186757339,0.32487914976399995,18455
A634w0.00_GShenFSU2.1,HSFSG,634.0,9.5,0.18809088228,0.37187799134,18459
A634w0.00_GShenNL3,HSFSG,1268.0,0.5,0.00105657975245,0.174787298484,19624
A634w0.00_HSDD2,HSFSG,1268.0,1.0,0.00415802127163,0.176008064318,14954
A634w0.00_HSFSG,HSFSG,1268.0,1.5,0.00920155689577,0.178108651626,14912
A634w0.00_HSIUF,HSFSG,1268.0,2.0,0.0163631349289,0.18119002719,14762
A634w0.00_HSNL3,HSFSG,1268.0,2.5,0.0247648587765,0.1853499544,14954
A634w0.00_HSTM1,HSFSG,1268.0,3.0,0.0351647822156,0.19084076464699998,14787
A634w0.00_HSTMA,HSFSG,1268.0,3.5,0.047290407264,0.197982069158,14958
A634w0.00_HShen,HSFSG,1268.0,4.0,0.0598271406958,0.207263792148,13175
A634w0.00_HShenH,HSFSG,1268.0,4.5,0.0748771341548,0.21955537532299998,13156
A634w0.00_LS180,HSFSG,1268.0,5.0,0.0890541669134,0.23623920817000002,15538
A634w0.00_LS220,HSFSG,1268.0,5.5,0.103943805732,0.260158834261,15441
A634w0.00_LS375,HSFSG,1268.0,6.0,0.118331788147,0.297702700796,15317
A634w0.00_SFHo,HSFSG,1268.0,6.5,0.134489729846,0.368365848659,14951
A634w0.00_SFHo_ecapture_0.1,HSFSG,10000.0,0.5,0.00116358322387,0.17497647251600001,15383
A634w0.00_SFHo_ecapture_1.0,HSFSG,10000.0,1.0,0.00456388313627,0.176789349603,15109
A634w0.00_SFHo_ecapture_10.0,HSFSG,10000.0,1.5,0.0100656251695,0.179953652114,14334
A634w0.00_SFHx,HSFSG,10000.0,2.0,0.0177953533225,0.18471141336299998,14949
A634w0.50_BHBL,HSFSG,10000.0,2.5,0.026868409303,0.191433213873,14964
A634w0.50_BHBLP,HSFSG,10000.0,3.0,0.0378054767099,0.20084654554700002,14964
A634w0.50_GShenFSU1.7,HSFSG,10000.0,3.5,0.0513876139251,0.214240250639,18486
A634w0.50_GShenFSU2.1,HSFSG,10000.0,4.0,0.0643934537978,0.234235193782,18489
A634w0.50_GShenNL3,HSFSG,10000.0,4.5,0.0772460155877,0.267687762718,19662
A634w0.50_HSDD2,HSFSG,10000.0,5.0,0.0891993283984,0.34262222668700004,14969
A634w0.50_HSIUF,HSIUF,300.0,0.5,0.000374332277089,0.17443920671399998,14749
A634w0.50_HSNL3,HSIUF,300.0,1.0,0.00149091966249,0.174633856028,14965
A634w0.50_HSTM1,HSIUF,300.0,1.5,0.00333383448314,0.174950226166,14749
A634w0.50_HSTMA,HSIUF,300.0,2.0,0.00588139412555,0.175400033438,14969
A634w0.50_HShen,HSIUF,300.0,2.5,0.00913323467934,0.175995980024,13184
A634w0.50_HShenH,HSIUF,300.0,3.0,0.0130210071281,0.176709254615,13177
A634w0.50_LS180,HSIUF,300.0,3.5,0.017473253778,0.177560287215,15553
A634w0.50_LS220,HSIUF,300.0,4.0,0.0225463566183,0.17855377976599998,15458
A634w0.50_LS375,HSIUF,300.0,4.5,0.0284785894899,0.179704226858,15333
A634w0.50_SFHo,HSIUF,300.0,5.0,0.0345946243461,0.180991574304,14967
A634w0.50_SFHo_ecapture_0.1,HSIUF,300.0,5.5,0.0411641237003,0.182438367292,15398
A634w0.50_SFHo_ecapture_1.0,HSIUF,300.0,6.0,0.0482196096179,0.184046615005,15122
A634w0.50_SFHo_ecapture_10.0,HSIUF,300.0,6.5,0.0563077128509,0.185849043942,14349
A634w0.50_SFHx,HSIUF,300.0,7.0,0.0639880701311,0.187817637269,14960
A634w1.00_BHBL,HSIUF,300.0,7.5,0.0722271398713,0.189986671479,15003
A634w1.00_BHBLP,HSIUF,300.0,8.0,0.0812581971187,0.19238233730999998,15005
A634w1.00_GShenFSU1.7,HSIUF,300.0,8.5,0.0898188796583,0.19497614747099998,18571
A634w1.00_GShenFSU2.1,HSIUF,300.0,9.0,0.10007333263,0.19783910507,18572
A634w1.00_GShenNL3,HSIUF,300.0,9.5,0.109754935807,0.200934651359,19769
A634w1.00_HSDD2,HSIUF,300.0,10.0,0.119379791123,0.204320561701,15009
A634w1.00_HSFSG,HSIUF,300.0,10.5,0.129798609214,0.20803091624,14943
A634w1.00_HSIUF,HSIUF,300.0,11.0,0.139658679068,0.212064720861,14794
A634w1.00_HSNL3,HSIUF,300.0,11.5,0.150141072931,0.216464078098,15006
A634w1.00_HSTM1,HSIUF,300.0,12.0,0.159970038036,0.221293827089,14836
A634w1.00_HSTMA,HSIUF,300.0,12.5,0.169112298293,0.22657680923999998,15010
A634w1.00_HShen,HSIUF,300.0,13.0,0.177987408697,0.232381343824,13211
A634w1.00_HShenH,HSIUF,300.0,13.5,0.185851601876,0.238772908294,13202
A634w1.00_LS180,HSIUF,300.0,14.0,0.193599629391,0.245839745219,15606
A634w1.00_LS220,HSIUF,300.0,14.5,0.19604906368,0.25359198916,15510
A634w1.00_LS375,HSIUF,300.0,15.0,0.203332926915,0.262238007283,15383
A634w1.00_SFHo,HSIUF,300.0,15.5,0.205527491515,0.271875410493,15010
A634w1.00_SFHo_ecapture_0.1,HSIUF,467.0,0.5,0.000645807796947,0.174517657633,15444
A634w1.00_SFHo_ecapture_1.0,HSIUF,467.0,1.0,0.00256351786139,0.17493798870699998,15166
A634w1.00_SFHo_ecapture_10.0,HSIUF,467.0,1.5,0.00574537218345,0.175651514709,14380
A634w1.00_SFHx,HSIUF,467.0,2.0,0.0101230292533,0.176658621474,15003
A634w1.50_BHBL,HSIUF,467.0,2.5,0.0155741372046,0.177962431885,15071
A634w1.50_BHBLP,HSIUF,467.0,3.0,0.0220576551154,0.17958583285899998,15076
A634w1.50_GShenFSU1.7,HSIUF,467.0,3.5,0.0298787594284,0.181562428525,18725
A634w1.50_GShenFSU2.1,HSIUF,467.0,4.0,0.0382341851223,0.18388583030699998,18721
A634w1.50_GShenNL3,HSIUF,467.0,4.5,0.0481370906553,0.186624874829,19960
A634w1.50_HSDD2,HSIUF,467.0,5.0,0.0580366746909,0.189777476568,15081
A634w1.50_HSFSG,HSIUF,467.0,5.5,0.069477338374,0.193438579773,15032
A634w1.50_HSIUF,HSIUF,467.0,6.0,0.0809056055535,0.197635294962,14879
A634w1.50_HSNL3,HSIUF,467.0,6.5,0.0942514911824,0.202455803098,15078
A634w1.50_HSTM1,HSIUF,467.0,7.0,0.107263037908,0.207967077069,14900
A634w1.50_HSTMA,HSIUF,467.0,7.5,0.12043960101,0.214312412648,15080
A634w1.50_HShen,HSIUF,467.0,8.0,0.134187562986,0.22164504782,13257
A634w1.50_HShenH,HSIUF,467.0,8.5,0.146869354478,0.230159666633,13246
A634w1.50_LS180,HSIUF,467.0,9.0,0.160767321512,0.240113349891,15698
A634w1.50_LS220,HSIUF,467.0,9.5,0.173073511487,0.25185349793,15599
A634w1.50_LS375,HSIUF,467.0,10.0,0.183639701141,0.265938560333,15472
A634w1.50_SFHo,HSIUF,467.0,10.5,0.193428725428,0.28298113081000004,15079
A634w1.50_SFHo_ecapture_0.1,HSIUF,467.0,11.0,0.202789822466,0.30387616498500003,15521
A634w1.50_SFHo_ecapture_1.0,HSIUF,467.0,11.5,0.205324785964,0.329985960631,15243
A634w1.50_SFHx,HSIUF,634.0,0.5,0.000817299751414,0.17459026176200002,15075
A634w2.00_BHBL,HSIUF,634.0,1.0,0.00323647544482,0.175236845862,15175
A634w2.00_BHBLP,HSIUF,634.0,1.5,0.00728364294872,0.176344493912,15174
A634w2.00_GShenFSU1.7,HSIUF,634.0,2.0,0.0127121352775,0.177897284386,18939
A634w2.00_GShenFSU2.1,HSIUF,634.0,2.5,0.0194855234401,0.179946224815,18937
A634w2.00_GShenNL3,HSIUF,634.0,3.0,0.0278962347028,0.182544752074,20229
A634w2.00_HSDD2,HSIUF,634.0,3.5,0.0370991703627,0.185721247497,15180
A634w2.00_HSFSG,HSIUF,634.0,4.0,0.0478845713725,0.189575606826,15161
A634w2.00_HSIUF,HSIUF,634.0,4.5,0.060160304619,0.19419867948500003,15051
A634w2.00_HSNL3,HSIUF,634.0,5.0,0.0725051047307,0.199719421628,15179
A634w2.00_HSTM1,HSIUF,634.0,5.5,0.0866804372858,0.206309784282,14961
A634w2.00_HSTMA,HSIUF,634.0,6.0,0.101704601843,0.21421873274999997,14977
A634w2.00_HShen,HSIUF,634.0,6.5,0.115680687353,0.22372926275699997,13319
A634w2.00_HShenH,HSIUF,634.0,7.0,0.130734023352,0.235378038484,13311
A634w2.00_LS180,HSIUF,634.0,7.5,0.144576646057,0.249820686273,15827
A634w2.00_LS220,HSIUF,634.0,8.0,0.159183588915,0.26820183775,15729
A634w2.00_LS375,HSIUF,634.0,8.5,0.172060329279,0.29221559225800003,15597
A634w2.00_SFHo,HSIUF,634.0,9.0,0.181567248751,0.324925363999,15177
A634w2.00_SFHo_ecapture_0.1,HSIUF,634.0,9.5,0.189190531468,0.371824571005,15629
A634w2.00_SFHo_ecapture_1.0,HSIUF,1268.0,0.5,0.00105218846152,0.174780279703,15343
A634w2.00_SFHo_ecapture_10.0,HSIUF,1268.0,1.0,0.00414982391849,0.176008067681,14541
A634w2.00_SFHx,HSIUF,1268.0,1.5,0.00931797532684,0.17812095704699998,15176
A634w2.50_BHBL,HSIUF,1268.0,2.0,0.0161648497013,0.181178391095,15307
A634w2.50_BHBLP,HSIUF,1268.0,2.5,0.0250672580676,0.18535793320900001,15308
A634w2.50_GShenFSU1.7,HSIUF,1268.0,3.0,0.0355188136947,0.190844539919,19224
A634w2.50_GShenFSU2.1,HSIUF,1268.0,3.5,0.0468762406044,0.197980107109,19228
A634w2.50_GShenNL3,HSIUF,1268.0,4.0,0.0614384597392,0.20728025967299998,20598
A634w2.50_HSDD2,HSIUF,1268.0,4.5,0.0754011305766,0.219549420814,15314
A634w2.50_HSFSG,HSIUF,1268.0,5.0,0.0889218565037,0.23623140527300002,15317
A634w2.50_HSIUF,HSIUF,1268.0,5.5,0.104608115804,0.26015552790999996,15174
A634w2.50_HSNL3,HSIUF,1268.0,6.0,0.120323629838,0.297742458228,15315
A634w2.50_HSTM1,HSIUF,1268.0,6.5,0.136465748027,0.368421746644,15311
A634w2.50_HSTMA,HSIUF,10000.0,0.5,0.0011559134328,0.174968348553,15115
A634w2.50_HShen,HSIUF,10000.0,1.0,0.00461096632842,0.17679755970900002,13400
A634w2.50_HShenH,HSIUF,10000.0,1.5,0.0101703592235,0.179961701647,13393
A634w2.50_LS180,HSIUF,10000.0,2.0,0.0176287812218,0.184701712979,16002
A634w2.50_LS220,HSIUF,10000.0,2.5,0.0271011390868,0.191440680243,15896
A634w2.50_LS375,HSIUF,10000.0,3.0,0.0386743791622,0.200861582465,15758
A634w2.50_SFHo,HSIUF,10000.0,3.5,0.0507392484546,0.214233718741,15311
A634w2.50_SFHo_ecapture_0.1,HSIUF,10000.0,4.0,0.0650842393987,0.234240533051,15773
A634w2.50_SFHo_ecapture_1.0,HSIUF,10000.0,4.5,0.0784538292405,0.267705532538,15481
A634w2.50_SFHo_ecapture_10.0,HSIUF,10000.0,5.0,0.0909014331195,0.342573886046,14663
A634w3.00_BHBL,HSNL3,300.0,0.5,0.000354834256226,0.174410385927,15476
A634w3.00_BHBLP,HSNL3,300.0,1.0,0.00141446884647,0.17459788029,15478
A634w3.00_GShenFSU1.7,HSNL3,300.0,1.5,0.00316336423545,0.174915321084,19598
A634w3.00_GShenFSU2.1,HSNL3,300.0,2.0,0.00558268051944,0.175365815988,19597
A634w3.00_GShenNL3,HSNL3,300.0,2.5,0.00863222877512,0.175942120583,21080
A634w3.00_HSDD2,HSNL3,300.0,3.0,0.0122932820143,0.17665838732800002,15484
A634w3.00_HSFSG,HSNL3,300.0,3.5,0.0165569008499,0.17750723272299998,15480
A634w3.00_HSIUF,HSNL3,300.0,4.0,0.0216106569446,0.178520243668,15291
A634w3.00_HSNL3,HSNL3,300.0,4.5,0.0269091609245,0.179652021872,15482
A634w3.00_HSTM1,HSNL3,300.0,5.0,0.0327319036622,0.180937863601,15236
A634w3.00_HSTMA,HSNL3,300.0,5.5,0.0389990285187,0.18237818917100002,15258
A634w3.00_HShen,HSNL3,300.0,6.0,0.0461953798983,0.184012838997,13509
A634w3.00_HShenH,HSNL3,300.0,6.5,0.0532127610717,0.18579297668800002,13496
A634w3.00_LS180,HSNL3,300.0,7.0,0.061256655388,0.18778064680599998,16214
A634w3.00_LS220,HSNL3,300.0,7.5,0.0688560497581,0.189939826235,16109
A634w3.00_LS375,HSNL3,300.0,8.0,0.0777456203979,0.192338044909,15970
A634w3.00_SFHo,HSNL3,300.0,8.5,0.0861121451859,0.194930713417,15480
A634w3.00_SFHo_ecapture_0.1,HSNL3,300.0,9.0,0.0948023804697,0.197769291428,15948
A634w3.00_SFHo_ecapture_1.0,HSNL3,300.0,9.5,0.104415723287,0.200878517851,15657
A634w3.00_SFHo_ecapture_10.0,HSNL3,300.0,10.0,0.11446219755,0.20428044734,14810
A634w3.00_SFHx,HSNL3,300.0,10.5,0.123798829041,0.207956864574,15471
A634w3.50_BHBL,HSNL3,300.0,11.0,0.134203517314,0.21200975615300002,15684
A634w3.50_BHBLP,HSNL3,300.0,11.5,0.143976004767,0.216402676642,15682
A634w3.50_GShenFSU1.7,HSNL3,300.0,12.0,0.153734234458,0.22122991442200002,20050
A634w3.50_GShenFSU2.1,HSNL3,300.0,12.5,0.162810920305,0.22649111701199998,20073
A634w3.50_GShenNL3,HSNL3,300.0,13.0,0.17154970371,0.232292890011,21705
A634w3.50_HSDD2,HSNL3,300.0,13.5,0.180266403943,0.23868722869499998,15689
A634w3.50_HSFSG,HSNL3,300.0,14.0,0.187988012732,0.24574384034900001,15686
A634w3.50_HSIUF,HSNL3,300.0,14.5,0.192961794779,0.253523606883,15514
A634w3.50_HSNL3,HSNL3,300.0,15.0,0.197118310739,0.262154776996,15687
A634w3.50_HSTM1,HSNL3,300.0,15.5,0.202750075627,0.27181138005600003,15476
A634w3.50_HSTMA,HSNL3,467.0,0.5,0.000615303710591,0.174483640865,15458
A634w3.50_HShen,HSNL3,467.0,1.0,0.00244412654694,0.174900754219,13636
A634w3.50_HShenH,HSNL3,467.0,1.5,0.00544501602517,0.17560921642400001,13623
A634w3.50_LS180,HSNL3,467.0,2.0,0.00955327564596,0.176607446602,16487
A634w3.50_LS220,HSNL3,467.0,2.5,0.014709509591,0.177908666777,16371
A634w3.50_LS375,HSNL3,467.0,3.0,0.0212024516994,0.179551176204,16228
A634w3.50_SFHo,HSNL3,467.0,3.5,0.0282224957482,0.181509611934,15688
A634w3.50_SFHo_ecapture_0.1,HSNL3,467.0,4.0,0.0368071886411,0.183848048688,16171
A634w3.50_SFHo_ecapture_1.0,HSNL3,467.0,4.5,0.0453887084554,0.186566470819,15868
A634w3.50_SFHo_ecapture_10.0,HSNL3,467.0,5.0,0.0557902223453,0.1897416877,15001
A634w3.50_SFHx,HSNL3,467.0,5.5,0.0655898054705,0.19337226778900002,15679
A634w4.00_BHBL,HSNL3,467.0,6.0,0.0773689095829,0.197579689634,15930
A634w4.00_BHBLP,HSNL3,467.0,6.5,0.0890391526155,0.202385644277,15933
A634w4.00_GShenFSU1.7,HSNL3,467.0,7.0,0.101671390549,0.207900619179,20533
A634w4.00_GShenFSU2.1,HSNL3,467.0,7.5,0.115685153796,0.21426403047700002,20672
A634w4.00_GShenNL3,HSNL3,467.0,8.0,0.12900262555,0.221592971052,22501
A634w4.00_HSDD2,HSNL3,467.0,8.5,0.141842490222,0.230090535585,15937
A634w4.00_HSFSG,HSNL3,467.0,9.0,0.154474974982,0.240019575048,15940
A634w4.00_HSIUF,HSNL3,467.0,9.5,0.167449546683,0.25178123645,15736
A634w4.00_HSNL3,HSNL3,467.0,10.0,0.178377328488,0.26583116306300003,15937
A634w4.00_HSTM1,HSNL3,467.0,10.5,0.187454424084,0.282862747147,15935
A634w4.00_HSTMA,HSNL3,467.0,11.0,0.19588759508,0.303862536632,15721
A634w4.00_HShen,HSNL3,467.0,11.5,0.202710290223,0.329889989712,13784
A634w4.00_LS180,HSNL3,634.0,0.5,0.00078125322931,0.174557320718,16820
A634w4.00_LS220,HSNL3,634.0,1.0,0.00309266729128,0.175203196526,16699
A634w4.00_LS375,HSNL3,634.0,1.5,0.00685742657128,0.176292728039,16549
A634w4.00_SFHo,HSNL3,634.0,2.0,0.0119868976052,0.177842189601,15938
A634w4.00_SFHo_ecapture_0.1,HSNL3,634.0,2.5,0.0188022124882,0.179910698258,16442
A634w4.00_SFHo_ecapture_1.0,HSNL3,634.0,3.0,0.0263977557374,0.182494135535,16121
A634w4.00_SFHo_ecapture_10.0,HSNL3,634.0,3.5,0.0357229547028,0.185682302604,15225
A634w4.00_SFHx,HSNL3,634.0,4.0,0.0465668864295,0.189541260346,15930
A634w4.50_BHBL,HSNL3,634.0,4.5,0.0571133607922,0.194141457635,16231
A634w4.50_BHBLP,HSNL3,634.0,5.0,0.0687216399566,0.199649072409,16232
A634w4.50_GShenFSU1.7,HSNL3,634.0,5.5,0.082898784913,0.20626126868099998,21205
A634w4.50_GShenFSU2.1,HSNL3,634.0,6.0,0.0963268342025,0.214134853051,21415
A634w4.50_GShenNL3,HSNL3,634.0,6.5,0.110838283517,0.223668849873,23378
A634w4.50_HSDD2,HSNL3,634.0,7.0,0.125683704488,0.23529948999199998,16239
A634w4.50_HSFSG,HSNL3,634.0,7.5,0.140125382237,0.24975792598399998,16207
A634w4.50_HSIUF,HSNL3,634.0,8.0,0.153112671292,0.26809297012,16043
A634w4.50_HSNL3,HSNL3,634.0,8.5,0.166329536849,0.292119209291,16233
A634w4.50_HSTM1,HSNL3,634.0,9.0,0.177193260743,0.324774239982,15996
A634w4.50_HSTMA,HSNL3,634.0,9.5,0.1860904644,0.3717077113,16240
